processed
-1376.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    -544.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1376.0 -2896.0 0.00000 1.00000 1.00000 0.39062 0.39062    -544.0 -2896.0 0.00000 1.00000 1.00000 0.37500 0.37500
-928.0 -2896.0 0.00000 1.00000 1.00000 0.37500 0.37500    -544.0 -2896.0 0.00000 1.00000 1.00000 0.37500 0.37500    -928.0 -2800.0 0.00000 1.00000 1.00000 0.37500 0.37500    -544.0 -2800.0 0.00000 1.00000 1.00000 0.39062 0.39062
-544.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    -320.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    -544.0 -2840.0 0.00000 1.00000 1.00000 0.37500 0.37500    -320.0 -2840.0 0.00000 1.00000 1.00000 0.39062 0.39062
-320.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    -192.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    -320.0 -2880.0 0.00000 1.00000 1.00000 0.37500 0.37500    -192.0 -2880.0 0.00000 1.00000 1.00000 0.39062 0.39062
-192.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    160.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    -192.0 -2920.0 0.00000 1.00000 1.00000 0.37500 0.37500    160.0 -2920.0 0.00000 1.00000 1.00000 0.34375 0.34375
-104.0 -2920.0 0.00000 1.00000 1.00000 0.35938 0.35938    160.0 -2920.0 0.00000 1.00000 1.00000 0.34375 0.34375    -104.0 -2872.0 0.00000 1.00000 1.00000 0.39062 0.39062    160.0 -2872.0 0.00000 1.00000 1.00000 0.32812 0.32812
-32.0 -2872.0 0.00000 1.00000 1.00000 0.35938 0.35938    160.0 -2872.0 0.00000 1.00000 1.00000 0.32812 0.32812    -32.0 -2816.0 0.00000 1.00000 1.00000 0.39062 0.39062    160.0 -2816.0 0.00000 1.00000 1.00000 0.29688 0.29688
16.0 -2816.0 0.00000 1.00000 1.00000 0.35938 0.35938    160.0 -2816.0 0.00000 1.00000 1.00000 0.29688 0.29688    16.0 -2672.0 0.00000 1.00000 1.00000 0.39062 0.39062    160.0 -2672.0 0.00000 1.00000 1.00000 0.25000 0.25000
40.0 -2672.0 0.00000 1.00000 1.00000 0.35938 0.35938    160.0 -2672.0 0.00000 1.00000 1.00000 0.25000 0.25000    40.0 -2256.0 0.00000 1.00000 1.00000 0.23438 0.23438    160.0 -2256.0 0.00000 1.00000 1.00000 0.17188 0.17188
16.0 -2536.0 0.00000 1.00000 1.00000 0.39062 0.39062    40.0 -2536.0 0.00000 1.00000 1.00000 0.31250 0.31250    16.0 -2256.0 0.00000 1.00000 1.00000 0.25000 0.25000    40.0 -2256.0 0.00000 1.00000 1.00000 0.23438 0.23438
-32.0 -2440.0 0.00000 1.00000 1.00000 0.39062 0.39062    16.0 -2440.0 0.00000 1.00000 1.00000 0.32812 0.32812    -32.0 -2256.0 0.00000 1.00000 1.00000 0.28125 0.28125    16.0 -2256.0 0.00000 1.00000 1.00000 0.25000 0.25000
-16.0 -2488.0 0.00000 1.00000 1.00000 0.39062 0.39062    16.0 -2488.0 0.00000 1.00000 1.00000 0.35938 0.35938    -16.0 -2440.0 0.00000 1.00000 1.00000 0.35938 0.35938    16.0 -2440.0 0.00000 1.00000 1.00000 0.32812 0.32812
-96.0 -2424.0 0.00000 1.00000 1.00000 0.39062 0.39062    -32.0 -2424.0 0.00000 1.00000 1.00000 0.37500 0.37500    -96.0 -2256.0 0.00000 1.00000 1.00000 0.31250 0.31250    -32.0 -2256.0 0.00000 1.00000 1.00000 0.28125 0.28125
-168.0 -2384.0 0.00000 1.00000 1.00000 0.39062 0.39062    -96.0 -2384.0 0.00000 1.00000 1.00000 0.35938 0.35938    -168.0 -2256.0 0.00000 1.00000 1.00000 0.34375 0.34375    -96.0 -2256.0 0.00000 1.00000 1.00000 0.31250 0.31250
-224.0 -2256.0 0.00000 1.00000 1.00000 0.39062 0.39062    160.0 -2256.0 0.00000 1.00000 1.00000 0.17188 0.17188    -224.0 -2080.0 0.00000 1.00000 1.00000 0.37500 0.37500    160.0 -2080.0 0.00000 1.00000 1.00000 0.15625 0.15625
-248.0 -2080.0 0.00000 1.00000 1.00000 0.39062 0.39062    160.0 -2080.0 0.00000 1.00000 1.00000 0.15625 0.15625    -248.0 -1968.0 0.00000 1.00000 1.00000 0.35938 0.35938    160.0 -1968.0 0.00000 1.00000 1.00000 0.18750 0.18750
-280.0 -1968.0 0.00000 1.00000 1.00000 0.39062 0.39062    -128.0 -1968.0 0.00000 1.00000 1.00000 0.29688 0.29688    -280.0 -1824.0 0.00000 1.00000 1.00000 0.39062 0.39062    -128.0 -1824.0 0.00000 1.00000 1.00000 0.29688 0.29688
-264.0 -2016.0 0.00000 1.00000 1.00000 0.39062 0.39062    -248.0 -2016.0 0.00000 1.00000 1.00000 0.35938 0.35938    -264.0 -1968.0 0.00000 1.00000 1.00000 0.37500 0.37500    -248.0 -1968.0 0.00000 1.00000 1.00000 0.35938 0.35938
-264.0 -1824.0 0.00000 1.00000 1.00000 0.37500 0.37500    -128.0 -1824.0 0.00000 1.00000 1.00000 0.29688 0.29688    -264.0 -1648.0 0.00000 1.00000 1.00000 0.39062 0.39062    -128.0 -1648.0 0.00000 1.00000 1.00000 0.39062 0.39062
-128.0 -1768.0 0.00000 1.00000 1.00000 0.31250 0.31250    112.0 -1768.0 0.00000 1.00000 1.00000 0.37500 0.37500    -128.0 -1648.0 0.00000 1.00000 1.00000 0.39062 0.39062    112.0 -1648.0 0.00000 1.00000 1.00000 0.39062 0.39062
-128.0 -1792.0 0.00000 1.00000 1.00000 0.31250 0.31250    120.0 -1792.0 0.00000 1.00000 1.00000 0.37500 0.37500    -128.0 -1768.0 0.00000 1.00000 1.00000 0.31250 0.31250    120.0 -1768.0 0.00000 1.00000 1.00000 0.39062 0.39062
-128.0 -1968.0 0.00000 1.00000 1.00000 0.29688 0.29688    136.0 -1968.0 0.00000 1.00000 1.00000 0.18750 0.18750    -128.0 -1792.0 0.00000 1.00000 1.00000 0.31250 0.31250    136.0 -1792.0 0.00000 1.00000 1.00000 0.39062 0.39062
160.0 -2128.0 0.00000 1.00000 1.00000 0.15625 0.15625    592.0 -2128.0 0.00000 1.00000 1.00000 0.15625 0.15625    160.0 -1976.0 0.00000 1.00000 1.00000 0.17188 0.17188    592.0 -1976.0 0.00000 1.00000 1.00000 0.29688 0.29688
480.0 -1976.0 0.00000 1.00000 1.00000 0.25000 0.25000    592.0 -1976.0 0.00000 1.00000 1.00000 0.29688 0.29688    480.0 -1896.0 0.00000 1.00000 1.00000 0.34375 0.34375    592.0 -1896.0 0.00000 1.00000 1.00000 0.39062 0.39062
352.0 -1976.0 0.00000 1.00000 1.00000 0.21875 0.21875    480.0 -1976.0 0.00000 1.00000 1.00000 0.25000 0.25000    352.0 -1896.0 0.00000 1.00000 1.00000 0.32812 0.32812    480.0 -1896.0 0.00000 1.00000 1.00000 0.34375 0.34375
232.0 -1976.0 0.00000 1.00000 1.00000 0.18750 0.18750    352.0 -1976.0 0.00000 1.00000 1.00000 0.21875 0.21875    232.0 -1880.0 0.00000 1.00000 1.00000 0.35938 0.35938    352.0 -1880.0 0.00000 1.00000 1.00000 0.35938 0.35938
160.0 -1976.0 0.00000 1.00000 1.00000 0.17188 0.17188    232.0 -1976.0 0.00000 1.00000 1.00000 0.18750 0.18750    160.0 -1872.0 0.00000 1.00000 1.00000 0.39062 0.39062    232.0 -1872.0 0.00000 1.00000 1.00000 0.39062 0.39062
136.0 -1968.0 0.00000 1.00000 1.00000 0.18750 0.18750    160.0 -1968.0 0.00000 1.00000 1.00000 0.18750 0.18750    136.0 -1872.0 0.00000 1.00000 1.00000 0.29688 0.29688    160.0 -1872.0 0.00000 1.00000 1.00000 0.39062 0.39062
160.0 -2784.0 0.00000 1.00000 1.00000 0.28125 0.28125    592.0 -2784.0 0.00000 1.00000 1.00000 0.32812 0.32812    160.0 -2128.0 0.00000 1.00000 1.00000 0.15625 0.15625    592.0 -2128.0 0.00000 1.00000 1.00000 0.15625 0.15625
160.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    592.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    160.0 -2784.0 0.00000 1.00000 1.00000 0.28125 0.28125    592.0 -2784.0 0.00000 1.00000 1.00000 0.32812 0.32812
352.0 -1896.0 0.00000 1.00000 1.00000 0.32812 0.32812    544.0 -1896.0 0.00000 1.00000 1.00000 0.35938 0.35938    352.0 -1864.0 0.00000 1.00000 1.00000 0.39062 0.39062    544.0 -1864.0 0.00000 1.00000 1.00000 0.39062 0.39062
592.0 -2112.0 0.00000 1.00000 1.00000 0.15625 0.15625    976.0 -2112.0 0.00000 1.00000 1.00000 0.39062 0.39062    592.0 -1896.0 0.00000 1.00000 1.00000 0.39062 0.39062    976.0 -1896.0 0.00000 1.00000 1.00000 0.39062 0.39062
736.0 -1896.0 0.00000 1.00000 1.00000 0.39062 0.39062    904.0 -1896.0 0.00000 1.00000 1.00000 0.39062 0.39062    736.0 -1864.0 0.00000 1.00000 1.00000 0.35938 0.35938    904.0 -1864.0 0.00000 1.00000 1.00000 0.39062 0.39062
704.0 -1888.0 0.00000 1.00000 1.00000 0.39062 0.39062    736.0 -1888.0 0.00000 1.00000 1.00000 0.37500 0.37500    704.0 -1728.0 0.00000 1.00000 1.00000 0.37500 0.37500    736.0 -1728.0 0.00000 1.00000 1.00000 0.37500 0.37500
736.0 -1808.0 0.00000 1.00000 1.00000 0.37500 0.37500    752.0 -1808.0 0.00000 1.00000 1.00000 0.39062 0.39062    736.0 -1728.0 0.00000 1.00000 1.00000 0.37500 0.37500    752.0 -1728.0 0.00000 1.00000 1.00000 0.39062 0.39062
696.0 -1728.0 0.00000 1.00000 1.00000 0.39062 0.39062    744.0 -1728.0 0.00000 1.00000 1.00000 0.37500 0.37500    696.0 -1480.0 0.00000 1.00000 1.00000 0.39062 0.39062    744.0 -1480.0 0.00000 1.00000 1.00000 0.39062 0.39062
592.0 -2192.0 0.00000 1.00000 1.00000 0.17188 0.17188    976.0 -2192.0 0.00000 1.00000 1.00000 0.35938 0.35938    592.0 -2112.0 0.00000 1.00000 1.00000 0.15625 0.15625    976.0 -2112.0 0.00000 1.00000 1.00000 0.39062 0.39062
592.0 -2328.0 0.00000 1.00000 1.00000 0.20312 0.20312    1008.0 -2328.0 0.00000 1.00000 1.00000 0.39062 0.39062    592.0 -2192.0 0.00000 1.00000 1.00000 0.17188 0.17188    1008.0 -2192.0 0.00000 1.00000 1.00000 0.39062 0.39062
592.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    1008.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    592.0 -2328.0 0.00000 1.00000 1.00000 0.20312 0.20312    1008.0 -2328.0 0.00000 1.00000 1.00000 0.39062 0.39062
1008.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    1072.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    1008.0 -2368.0 0.00000 1.00000 1.00000 0.37500 0.37500    1072.0 -2368.0 0.00000 1.00000 1.00000 0.39062 0.39062
1008.0 -2368.0 0.00000 1.00000 1.00000 0.37500 0.37500    1064.0 -2368.0 0.00000 1.00000 1.00000 0.37500 0.37500    1008.0 -2328.0 0.00000 1.00000 1.00000 0.39062 0.39062    1064.0 -2328.0 0.00000 1.00000 1.00000 0.39062 0.39062
1072.0 -2672.0 0.00000 1.00000 1.00000 0.39062 0.39062    1288.0 -2672.0 0.00000 1.00000 1.00000 0.39062 0.39062    1072.0 -2376.0 0.00000 1.00000 1.00000 0.37500 0.37500    1288.0 -2376.0 0.00000 1.00000 1.00000 0.39062 0.39062
1072.0 -2768.0 0.00000 1.00000 1.00000 0.37500 0.37500    1288.0 -2768.0 0.00000 1.00000 1.00000 0.37500 0.37500    1072.0 -2672.0 0.00000 1.00000 1.00000 0.39062 0.39062    1288.0 -2672.0 0.00000 1.00000 1.00000 0.39062 0.39062
1072.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    1288.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    1072.0 -2768.0 0.00000 1.00000 1.00000 0.37500 0.37500    1288.0 -2768.0 0.00000 1.00000 1.00000 0.37500 0.37500
1288.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    1448.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    1288.0 -2760.0 0.00000 1.00000 1.00000 0.37500 0.37500    1448.0 -2760.0 0.00000 1.00000 1.00000 0.39062 0.39062
1288.0 -2760.0 0.00000 1.00000 1.00000 0.37500 0.37500    1392.0 -2760.0 0.00000 1.00000 1.00000 0.37500 0.37500    1288.0 -2688.0 0.00000 1.00000 1.00000 0.37500 0.37500    1392.0 -2688.0 0.00000 1.00000 1.00000 0.39062 0.39062
1448.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    1720.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    1448.0 -2760.0 0.00000 1.00000 1.00000 0.39062 0.39062    1720.0 -2760.0 0.00000 1.00000 1.00000 0.39062 0.39062
1720.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    2064.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    1720.0 -2760.0 0.00000 1.00000 1.00000 0.39062 0.39062    2064.0 -2760.0 0.00000 1.00000 1.00000 0.37500 0.37500
2064.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    2144.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    2064.0 -2744.0 0.00000 1.00000 1.00000 0.39062 0.39062    2144.0 -2744.0 0.00000 1.00000 1.00000 0.37500 0.37500
2144.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    2208.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    2144.0 -2704.0 0.00000 1.00000 1.00000 0.39062 0.39062    2208.0 -2704.0 0.00000 1.00000 1.00000 0.37500 0.37500
2208.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    2272.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    2208.0 -2696.0 0.00000 1.00000 1.00000 0.39062 0.39062    2272.0 -2696.0 0.00000 1.00000 1.00000 0.37500 0.37500
2272.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    2376.0 -2976.0 0.00000 1.00000 0.03158 0.00000 0.00000    2272.0 -2312.0 0.00000 1.00000 1.00000 0.39062 0.39062    2376.0 -2312.0 0.00000 1.00000 0.90526 0.34375 0.34375
2376.0 -2464.0 0.00000 1.00000 0.70526 0.25000 0.25000    2472.0 -2464.0 0.00000 1.00000 1.00000 0.39062 0.39062    2376.0 -2240.0 0.00000 1.00000 1.00000 0.39062 0.39062    2472.0 -2240.0 0.00000 1.00000 1.00000 0.39062 0.39062
2472.0 -2376.0 0.00000 1.00000 1.00000 0.37500 0.37500    2776.0 -2376.0 0.00000 1.00000 1.00000 0.39062 0.39062    2472.0 -2240.0 0.00000 1.00000 1.00000 0.39062 0.39062    2776.0 -2240.0 0.00000 1.00000 1.00000 0.37500 0.37500
2776.0 -2336.0 0.00000 1.00000 1.00000 0.37500 0.37500    2856.0 -2336.0 0.00000 1.00000 0.64286 0.23438 0.23438    2776.0 -2192.0 0.00000 1.00000 1.00000 0.39062 0.39062    2856.0 -2192.0 0.00000 1.00000 0.90000 0.34375 0.34375
2808.0 -2560.0 0.00000 1.00000 0.40000 0.15625 0.15625    3000.0 -2560.0 0.00000 1.00000 0.00000 0.00000 0.00000    2808.0 -2336.0 0.00000 1.00000 0.85714 0.31250 0.31250    3000.0 -2336.0 0.00000 1.00000 0.00000 0.00000 0.00000
2856.0 -2336.0 0.00000 1.00000 0.64286 0.23438 0.23438    3000.0 -2336.0 0.00000 1.00000 0.00000 0.00000 0.00000    2856.0 -2136.0 0.00000 1.00000 1.00000 0.39062 0.39062    3000.0 -2136.0 0.00000 1.00000 0.00000 0.00000 0.00000
2888.0 -2136.0 0.00000 1.00000 0.77778 0.29688 0.29688    3000.0 -2136.0 0.00000 1.00000 0.00000 0.00000 0.00000    2888.0 -1840.0 0.00000 1.00000 0.82353 0.31250 0.31250    3000.0 -1840.0 0.00000 1.00000 0.00000 0.00000 0.00000
2872.0 -1880.0 0.00000 1.00000 1.00000 0.39062 0.39062    2888.0 -1880.0 0.00000 1.00000 0.81735 0.29688 0.29688    2872.0 -1840.0 0.00000 1.00000 0.94118 0.35938 0.35938    2888.0 -1840.0 0.00000 1.00000 0.82353 0.31250 0.31250
2864.0 -1840.0 0.00000 1.00000 1.00000 0.39062 0.39062    3000.0 -1840.0 0.00000 1.00000 0.00000 0.00000 0.00000    2864.0 -1720.0 0.00000 1.00000 1.00000 0.39062 0.39062    3000.0 -1720.0 0.00000 1.00000 0.00000 0.00000 0.00000
2888.0 -1720.0 0.00000 1.00000 0.82353 0.31250 0.31250    3000.0 -1720.0 0.00000 1.00000 0.00000 0.00000 0.00000    2888.0 -1664.0 0.00000 1.00000 1.00000 0.39062 0.39062    3000.0 -1664.0 0.00000 1.00000 0.00000 0.00000 0.00000
2896.0 -1664.0 0.00000 1.00000 0.92857 0.35938 0.35938    3000.0 -1664.0 0.00000 1.00000 0.00000 0.00000 0.00000    2896.0 -1592.0 0.00000 1.00000 1.00000 0.39062 0.39062    3000.0 -1592.0 0.00000 1.00000 0.00000 0.00000 0.00000
2920.0 -1592.0 0.00000 1.00000 0.76923 0.29688 0.29688    3000.0 -1592.0 0.00000 1.00000 0.00000 0.00000 0.00000    2920.0 -1504.0 0.00000 1.00000 1.00000 0.39062 0.39062    3000.0 -1504.0 0.00000 1.00000 0.00000 0.00000 0.00000
2944.0 -1504.0 0.00000 1.00000 0.70000 0.26562 0.26562    3000.0 -1504.0 0.00000 1.00000 0.00000 0.00000 0.00000    2944.0 -1344.0 0.00000 1.00000 1.00000 0.39062 0.39062    3000.0 -1344.0 0.00000 1.00000 0.00000 0.00000 0.00000
2944.0 -1344.0 0.00000 1.00000 1.00000 0.39062 0.39062    3000.0 -1344.0 0.00000 1.00000 0.00000 0.00000 0.00000    2944.0 -1096.0 0.00000 1.00000 0.63636 0.23438 0.23438    3000.0 -1096.0 0.00000 1.00000 0.00000 0.00000 0.00000
2936.0 -1280.0 0.00000 1.00000 1.00000 0.39062 0.39062    2944.0 -1280.0 0.00000 1.00000 0.90616 0.34375 0.34375    2936.0 -1096.0 0.00000 1.00000 0.72727 0.28125 0.28125    2944.0 -1096.0 0.00000 1.00000 0.63636 0.23438 0.23438
2928.0 -1224.0 0.00000 1.00000 1.00000 0.39062 0.39062    2936.0 -1224.0 0.00000 1.00000 0.91700 0.34375 0.34375    2928.0 -1096.0 0.00000 1.00000 0.81818 0.31250 0.31250    2936.0 -1096.0 0.00000 1.00000 0.72727 0.28125 0.28125
2920.0 -1160.0 0.00000 1.00000 1.00000 0.39062 0.39062    2928.0 -1160.0 0.00000 1.00000 0.90909 0.34375 0.34375    2920.0 -1096.0 0.00000 1.00000 0.90909 0.34375 0.34375    2928.0 -1096.0 0.00000 1.00000 0.81818 0.31250 0.31250
2912.0 -1128.0 0.00000 1.00000 1.00000 0.39062 0.39062    2920.0 -1128.0 0.00000 1.00000 0.95455 0.35938 0.35938    2912.0 -1096.0 0.00000 1.00000 1.00000 0.39062 0.39062    2920.0 -1096.0 0.00000 1.00000 0.90909 0.34375 0.34375
2912.0 -1096.0 0.00000 1.00000 1.00000 0.39062 0.39062    3000.0 -1096.0 0.00000 1.00000 0.00000 0.00000 0.00000    2912.0 -800.0 0.00000 1.00000 1.00000 0.39062 0.39062    3000.0 -800.0 0.00000 1.00000 0.00000 0.00000 0.00000
2936.0 -800.0 0.00000 1.00000 0.72727 0.28125 0.28125    3000.0 -800.0 0.00000 1.00000 0.00000 0.00000 0.00000    2936.0 -472.0 0.00000 1.00000 0.80000 0.31250 0.31250    3000.0 -472.0 0.00000 1.00000 0.00000 0.00000 0.00000
2920.0 -472.0 0.00000 1.00000 1.00000 0.39062 0.39062    3000.0 -472.0 0.00000 1.00000 0.00000 0.00000 0.00000    2920.0 -376.0 0.00000 1.00000 0.90909 0.34375 0.34375    3000.0 -376.0 0.00000 1.00000 0.00000 0.00000 0.00000
2912.0 -376.0 0.00000 1.00000 1.00000 0.39062 0.39062    3000.0 -376.0 0.00000 1.00000 0.00000 0.00000 0.00000    2912.0 -80.0 0.00000 1.00000 0.64706 0.25000 0.25000    3000.0 -80.0 0.00000 1.00000 0.00000 0.00000 0.00000
2864.0 -344.0 0.00000 1.00000 1.00000 0.39062 0.39062    2912.0 -344.0 0.00000 1.00000 0.96184 0.37500 0.37500    2864.0 -80.0 0.00000 1.00000 1.00000 0.39062 0.39062    2912.0 -80.0 0.00000 1.00000 0.64706 0.25000 0.25000
2560.0 -2560.0 0.00000 1.00000 0.91667 0.34375 0.34375    2680.0 -2560.0 0.00000 1.00000 0.66667 0.25000 0.25000    2560.0 -2456.0 0.00000 1.00000 1.00000 0.39062 0.39062    2680.0 -2456.0 0.00000 1.00000 1.00000 0.39062 0.39062
-992.0 -384.0 0.00000 0.16667 0.16667 0.06250 0.06250    -848.0 -384.0 0.00000 1.00000 1.00000 0.39062 0.39062    -992.0 -240.0 0.00000 0.66667 0.66667 0.25000 0.25000    -848.0 -240.0 0.00000 1.00000 1.00000 0.39062 0.39062
-848.0 -384.0 0.00000 1.00000 1.00000 0.39062 0.39062    -512.0 -384.0 0.00000 1.00000 1.00000 0.37500 0.37500    -848.0 -256.0 0.00000 1.00000 1.00000 0.37500 0.37500    -512.0 -256.0 0.00000 1.00000 1.00000 0.39062 0.39062
-512.0 -400.0 0.00000 1.00000 1.00000 0.39062 0.39062    -320.0 -400.0 0.00000 1.00000 1.00000 0.37500 0.37500    -512.0 -288.0 0.00000 1.00000 1.00000 0.37500 0.37500    -320.0 -288.0 0.00000 1.00000 1.00000 0.39062 0.39062
-320.0 -400.0 0.00000 1.00000 1.00000 0.37500 0.37500    -208.0 -400.0 0.00000 1.00000 1.00000 0.37500 0.37500    -320.0 -304.0 0.00000 1.00000 1.00000 0.37500 0.37500    -208.0 -304.0 0.00000 1.00000 1.00000 0.39062 0.39062
-384.0 -528.0 0.00000 1.00000 1.00000 0.39062 0.39062    -112.0 -528.0 0.00000 1.00000 1.00000 0.37500 0.37500    -384.0 -400.0 0.00000 1.00000 1.00000 0.37500 0.37500    -112.0 -400.0 0.00000 1.00000 1.00000 0.39062 0.39062
-384.0 -704.0 0.00000 1.00000 1.00000 0.39062 0.39062    -64.0 -704.0 0.00000 1.00000 1.00000 0.39062 0.39062    -384.0 -528.0 0.00000 1.00000 1.00000 0.39062 0.39062    -64.0 -528.0 0.00000 1.00000 1.00000 0.39062 0.39062
-336.0 -816.0 0.00000 1.00000 1.00000 0.39062 0.39062    -80.0 -816.0 0.00000 1.00000 1.00000 0.37500 0.37500    -336.0 -704.0 0.00000 1.00000 1.00000 0.37500 0.37500    -80.0 -704.0 0.00000 1.00000 1.00000 0.37500 0.37500
-208.0 -928.0 0.00000 1.00000 1.00000 0.39062 0.39062    -48.0 -928.0 0.00000 1.00000 1.00000 0.39062 0.39062    -208.0 -816.0 0.00000 1.00000 1.00000 0.37500 0.37500    -48.0 -816.0 0.00000 1.00000 1.00000 0.39062 0.39062
-48.0 -928.0 0.00000 1.00000 1.00000 0.39062 0.39062    144.0 -928.0 0.00000 1.00000 1.00000 0.39062 0.39062    -48.0 -880.0 0.00000 1.00000 1.00000 0.37500 0.37500    144.0 -880.0 0.00000 1.00000 1.00000 0.39062 0.39062
32.0 -1024.0 0.00000 1.00000 1.00000 0.37500 0.37500    128.0 -1024.0 0.00000 1.00000 1.00000 0.39062 0.39062    32.0 -928.0 0.00000 1.00000 1.00000 0.39062 0.39062    128.0 -928.0 0.00000 1.00000 1.00000 0.37500 0.37500
-16.0 -1104.0 0.00000 1.00000 1.00000 0.39062 0.39062    96.0 -1104.0 0.00000 1.00000 1.00000 0.37500 0.37500    -16.0 -1024.0 0.00000 1.00000 1.00000 0.39062 0.39062    96.0 -1024.0 0.00000 1.00000 1.00000 0.37500 0.37500
0.0 -1200.0 0.00000 1.00000 1.00000 0.37500 0.37500    144.0 -1200.0 0.00000 1.00000 1.00000 0.39062 0.39062    0.0 -1104.0 0.00000 1.00000 1.00000 0.37500 0.37500    144.0 -1104.0 0.00000 1.00000 1.00000 0.39062 0.39062
-16.0 -1296.0 0.00000 1.00000 1.00000 0.39062 0.39062    128.0 -1296.0 0.00000 1.00000 1.00000 0.39062 0.39062    -16.0 -1200.0 0.00000 1.00000 1.00000 0.39062 0.39062    128.0 -1200.0 0.00000 1.00000 1.00000 0.37500 0.37500
-16.0 -1440.0 0.00000 1.00000 1.00000 0.39062 0.39062    96.0 -1440.0 0.00000 1.00000 1.00000 0.39062 0.39062    -16.0 -1296.0 0.00000 1.00000 1.00000 0.39062 0.39062    96.0 -1296.0 0.00000 1.00000 1.00000 0.37500 0.37500
0.0 -1552.0 0.00000 1.00000 1.00000 0.37500 0.37500    80.0 -1552.0 0.00000 1.00000 1.00000 0.37500 0.37500    0.0 -1440.0 0.00000 1.00000 1.00000 0.37500 0.37500    80.0 -1440.0 0.00000 1.00000 1.00000 0.37500 0.37500
-128.0 -1648.0 0.00000 1.00000 1.00000 0.39062 0.39062    96.0 -1648.0 0.00000 1.00000 1.00000 0.37500 0.37500    -128.0 -1552.0 0.00000 1.00000 1.00000 0.39062 0.39062    96.0 -1552.0 0.00000 1.00000 1.00000 0.39062 0.39062
-64.0 -672.0 0.00000 1.00000 1.00000 0.39062 0.39062    32.0 -672.0 0.00000 1.00000 1.00000 0.39062 0.39062    -64.0 -576.0 0.00000 1.00000 1.00000 0.37500 0.37500    32.0 -576.0 0.00000 1.00000 1.00000 0.37500 0.37500
-48.0 -576.0 0.00000 1.00000 1.00000 0.37500 0.37500    80.0 -576.0 0.00000 1.00000 1.00000 0.39062 0.39062    -48.0 -496.0 0.00000 1.00000 1.00000 0.39062 0.39062    80.0 -496.0 0.00000 1.00000 1.00000 0.39062 0.39062
16.0 -496.0 0.00000 1.00000 1.00000 0.39062 0.39062    144.0 -496.0 0.00000 1.00000 1.00000 0.39062 0.39062    16.0 -400.0 0.00000 1.00000 1.00000 0.39062 0.39062    144.0 -400.0 0.00000 1.00000 1.00000 0.39062 0.39062
144.0 -448.0 0.00000 1.00000 1.00000 0.39062 0.39062    240.0 -448.0 0.00000 1.00000 1.00000 0.39062 0.39062    144.0 -384.0 0.00000 1.00000 1.00000 0.39062 0.39062    240.0 -384.0 0.00000 1.00000 1.00000 0.37500 0.37500
240.0 -432.0 0.00000 1.00000 1.00000 0.37500 0.37500    304.0 -432.0 0.00000 1.00000 1.00000 0.39062 0.39062    240.0 -320.0 0.00000 1.00000 1.00000 0.39062 0.39062    304.0 -320.0 0.00000 1.00000 1.00000 0.37500 0.37500
304.0 -384.0 0.00000 1.00000 1.00000 0.37500 0.37500    352.0 -384.0 0.00000 1.00000 1.00000 0.39062 0.39062    304.0 -288.0 0.00000 1.00000 1.00000 0.39062 0.39062    352.0 -288.0 0.00000 1.00000 1.00000 0.39062 0.39062
352.0 -336.0 0.00000 1.00000 1.00000 0.39062 0.39062    400.0 -336.0 0.00000 1.00000 1.00000 0.39062 0.39062    352.0 -272.0 0.00000 1.00000 1.00000 0.39062 0.39062    400.0 -272.0 0.00000 1.00000 1.00000 0.39062 0.39062
